ID,SITECODE,SITENAME,GNIS_NAME,Mismatch,lat,lon,StationName,COMID,Comment,July.Q.mn,August.Q.mn,July.Q.md,August.Q.md
T02300084,USGS02300084,FROG CREEK BELOW BISHOP HARBOR,Frog Creek,NA,27.595,-82.55611111,FROG CREEK BELOW BISHOP HARBOR ROAD NR RUBONIA FL,16918326,suburban,60.09495977,91.56562554,56.28718898,74.94143197
T02300546,USGS02300546,LITTLE MANATEE R AT RUSKIN FL,Little Manatee River,NA,27.68864243,-82.43842754,LITTLE MANATEE R AT RUSKIN FL,16884014,tidal,421.6773994,591.0900599,402.8315706,485.6354311
T02301638,USGS02301638,ALAFIA RIVER AT BELL SHOALS NE,Alafia River,NA,27.85891477,-82.27370213,ALAFIA RIVER AT BELL SHOALS NEAR RIVERVIEW FL,16896620,suburban,442.2317766,625.8596015,398.1684299,524.1741299
T02301718,USGS02301718,ALAFIA RIVER AT RIVERVIEW FL,Alafia River,NA,27.86780308,-82.31981413,"ALAFIA RIVER NEAR US 301 AT RIVERVIEW, FL",16918804,suburban,523.7338103,750.1395516,482.7897575,649.2685682
T02301719,USGS02301719,ALAFIA RIVER NEAR GIBSONTON FL,Alafia River,NA,27.85696987,-82.3575926,ALAFIA RIVER NEAR GIBSONTON FL,16918808,tidal,529.1926558,760.9841151,490.1308349,655.3334126
T02301721,USGS02301721,ALAFIA RIVER AT GIBSONTON FL,Alafia River,NA,27.85974739,-82.38425978,ALAFIA RIVER AT GIBSONTON FL,16918808,tidal,529.1926558,760.9841151,490.1308349,655.3334126
T02301988,USGS02301988,HILLSBOROUGH RIVER AT HWY 39 N,Hillsborough River,NA,28.19334443,-82.16508419,HILLSBOROUGH RIVER AT HWY 39 NR CRYSTAL SPRINGS FL,16906257,PLD,44.85749149,69.94896762,29.58773444,54.44901043
T02303000,USGS02303000,HILLSBOROUGH RIVER NEAR ZEPHYR,Hillsborough River,NA,28.15029044,-82.23175318,"HILLSBOROUGH RV AT STATE PARK NR ZEPHYRHILLS, FL",16907135,PLD,204.0113945,321.1731816,164.6414908,238.5244614
T02304510,USGS02304510,HILLSBOROUGH RIVER AT ROWLETT,Hillsborough River,NA,28.02113015,-82.43453845,HILLSBOROUGH RIVER AT ROWLETT PK DR NEAR TAMPA FL,166743843,prox impoundment,605.4136515,1099.392976,410.7953066,819.2815402
T02304520,USGS02304520,HILLSBOROUGH RIVER AT SULPHUR,Hillsborough River,NA,28.01974121,-82.45176102,HILLSBOROUGH RIVER AT SULPHUR SPRINGS FL,166743843,"prox suburban, impoundment",605.4136515,1099.392976,410.7953066,819.2815402
T023060013,USGS023060013,HILLSBOROUGH R. AT I-275 BRIDG,Hillsborough River,NA,28.02029672,-82.45481664,HILLSBOROUGH R. AT I-275 BRIDGE AT SULPHUR SPGS FL,166743842,suburban,621.7740004,1129.110908,417.1852306,839.8371493
T02306774,USGS02306774,ROCKY CREEK AT ST HWY 587 AT C,Rocky Creek,NA,28.06583333,-82.56583333,ROCKY CREEK AT ST HWY 587 AT CITRUS PARK FL,16916300,suburban,32.92667398,42.85937937,26.62624167,31.72891682
T02310175,USGS02310175,ANCLOTE RIVER AT ALT US 19 AT,Anclote River,NA,28.15779109,-82.75649026,ANCLOTE RIVER AT ALT US 19 AT TARPON SPRINGS FL,16933268,tidal,186.5573932,271.3632701,167.3393207,183.450753
T02310551,USGS02310551,WEEKI WACHEE RIVER ABOVE MUD R,Weeki Wachee River,NA,28.53582834,-82.6314894,WEEKI WACHEE RIVER ABOVE MUD R NEAR BAYPORT FL,16928188,tidal,42.82533286,50.77009001,35.95043582,43.72404918
T02310650,USGS02310650,CHASSAHOWITZKA RIVER NEAR HOMO,Chassahowitzka River,NA,28.71526419,-82.57676564,CHASSAHOWITZKA RIVER NEAR HOMOSASSA FL,16928606,spring,19.13460426,22.55604045,16.7641811,18.59111607
T02310700,USGS02310700,HOMOSASSA R AT HOMOSASSA FL,Homosassa River,NA,28.78526096,-82.61787794,HOMOSASSA R AT HOMOSASSA FL,16928270,tidal,54.47393387,80.04408073,37.66328309,66.4451258
T02310947,USGS02310947,WITHLACOOCHEE RIVER NEAR CUMPR,Withlacoochee River,NA,28.31195156,-82.05591468,"WITHLACOOCHEE RIVER NEAR CUMPRESSCO, FL",16955670,PLD,109.5809114,181.6882395,54.36029423,141.7347095
T02311500,USGS02311500,WITHLACOOCHEE RIVER NEAR DADE,Withlacoochee River,NA,28.35250422,-82.12591619,"WITHLACOOCHEE RIVER NEAR DADE CITY, FL",16955656,PLD,251.4433019,431.5639514,147.031947,353.5990332
T02312000,USGS02312000,"WITHLACOOCHEE RIVER AT TRILBY,",Withlacoochee River,NA,28.47999812,-82.17758499,"WITHLACOOCHEE RIVER AT US 301 AT TRILBY, FL",933100042,PLD,380.5662661,647.0353587,235.1671787,515.2882344
T02312558,USGS02312558,WITHLACOOCHEE RIVER AT NOBLETO,Withlacoochee River,NA,28.644436,-82.25703368,"WITHLACOOCHEE RIVER AT NOBLETON, FL",16949944,PLD,559.3765233,930.6407491,342.2077284,702.1696016
T02313000,USGS02313000,WITHLACOOCHEE RIVER NEAR HOLDE,Withlacoochee River,NA,28.98886759,-82.34954064,"WITHLACOOCHEE RIVER AT SR 200 NEAR HOLDER, FL",16949694,PLD,1026.76385,1772.417838,699.980802,1320.791571
T02313700,USGS02313700,WACCASASSA RIVER NR GULF HAMMO,Waccasassa River,NA,29.20411331,-82.76944692,"WACCASASSA RIVER NR GULF HAMMOCK, FLA.",3339996,PLD,279.3705768,471.0478626,228.7768813,414.2462783
T02318500,USGS02318500,"WITHLACOOCHEE RIVER AT US 84,",Withlacoochee River,NA,30.79305556,-83.45361111,"WITHLACOOCHEE RIVER AT US 84, NEAR QUITMAN, GA",2066998,PLD,641.4638198,647.1359608,396.0762575,317.4805186
T02319394,USGS02319394,"WITHLACOOCHEE RIVER NR LEE, FL",Withlacoochee River,NA,30.41049435,-83.18013979,"WITHLACOOCHEE RIVER NR LEE, FLA",166758628,PLD,1067.569098,1112.029244,711.2672238,533.7033336
T02320000,USGS02320000,"SUWANNEE RIVER AT LURAVILLE, F",Suwannee River,NA,30.09994513,-83.17152472,"SUWANNEE RIVER AT LURAVILLE, FLA.",2230497,PLD,3334.756057,3933.157421,2158.887512,2577.995292
T02322500,USGS02322500,SANTA FE RIVER NEAR FORT WHITE,Santa Fe River,NA,29.84884769,-82.71512037,"SANTA FE RIVER NEAR FORT WHITE, FLA.",2161822,PLD,682.4793559,1119.693048,478.7912449,915.4753534
T02322800,USGS02322800,SANTA FE RIVER NR HILDRETH FLA,Santa Fe River,NA,29.91162076,-82.86040326,SANTA FE RIVER NR HILDRETH FLA,2161876,PLD,945.2363504,1574.91741,651.6644019,1318.687389
T02323500,USGS02323500,"SUWANNEE RIVER NEAR WILCOX, FL",Suwannee River,NA,29.58968017,-82.93651313,"SUWANNEE RIVER NEAR WILCOX, FLA.",2232713,PLD,5167.065526,7115.996886,3439.195866,5915.30724
T02323592,USGS02323592,SUWANNEE RIVER AB GOPHER RIVER,Suwannee River,NA,29.33940554,-83.08651508,SUWANNEE RIVER AB GOPHER RIVER NR SUWANNEE FL,2235931,tidal,5307.884433,7770.393742,3487.750214,6289.546958
T02326900,USGS02326900,"ST. MARKS RIVER NEAR NEWPORT,",Saint Marks River,NA,30.26687002,-84.1498925,"ST. MARKS RIVER NEAR NEWPORT, FLA.",10323850,PLD,214.5634377,283.8373602,161.167334,191.690974
T02330450,USGS02330450,"CHATTAHOOCHEE RIVER AT HELEN,",Chattahoochee River,NA,34.70083333,-83.72888889,"CHATTAHOOCHEE RIVER AT HELEN, GA",2040783,PLD,97.8137871,93.65349985,72.75882605,60.98014903
T02334430,USGS02334430,CHATTAHOOCHEE RIVER AT BUFORD,Chattahoochee River,NA,34.15694444,-84.07888889,"CHATTAHOOCHEE RIVER AT BUFORD DAM, NEAR BUFORD, GA",2045337,prox impoundment,1672.75102,1450.641438,1359.004782,1201.420656
T02334480,USGS02334480,RICHLAND CREEK AT SUWANEE DAM,Richland Creek,NA,34.1325997,-84.06991076,"RICHLAND CREEK AT SUWANEE DAM ROAD, NEAR BUFORD,GA",2044673,suburban,11.37272409,9.615815524,8.97214339,8.317404094
T02334578,USGS02334578,LEVEL CREEK AT SUWANEE DAM ROA,Level Creek,NA,34.096489,-84.07963356,"LEVEL CREEK AT SUWANEE DAM ROAD, NEAR SUWANEE, GA",2044799,suburban,7.216548953,6.183483354,5.855780187,5.204633698
T02334620,USGS02334620,"DICK CREEK AT OLD ATLANTA RD,",Dick Creek,NA,34.07148875,-84.13019217,"DICK CREEK AT OLD ATLANTA RD, NEAR SUWANEE, GA",2044851,suburban,8.573603072,7.285804386,6.851715325,6.110847243
T02334885,USGS02334885,"SUWANEE CREEK AT SUWANEE, GA",Suwanee Creek,NA,34.03232319,-84.08935639,"SUWANEE CREEK AT SUWANEE, GA",2044955,urban,56.27713713,46.91986644,43.54508941,41.37487073
T02335000,USGS02335000,CHATTAHOOCHEE RIVER NEAR NORCR,Chattahoochee River,NA,33.99722222,-84.20194444,"CHATTAHOOCHEE RIVER NEAR NORCROSS, GA",2048087,"urban, upstrm impoundment",1824.811982,1590.532555,1470.807568,1347.963969
T02335078,USGS02335078,"JOHNS CREEK AT BUICE ROAD, NEA",Johns Creek,NA,34.01621103,-84.21103056,"JOHNS CREEK AT BUICE ROAD, NEAR WARSAW, GA",2045053,suburban,15.82543936,13.7278426,12.00614418,11.98507713
T02335350,USGS02335350,"CROOKED CREEK NEAR NORCROSS, G",Crooked Creek,NA,33.96510067,-84.26492245,"CROOKED CREEK NEAR NORCROSS, GA",2048057,suburban,11.81071273,10.71230063,8.693403146,9.792099454
T02335450,USGS02335450,CHATTAHOOCHEE RIVER ABOVE ROSW,Chattahoochee River,NA,33.98593369,-84.31603558,"CHATTAHOOCHEE RIVER ABOVE ROSWELL, GA",2048135,"urban, upstrm impoundment",1885.506619,1643.615487,1527.640467,1402.395656
T02335757,USGS02335757,BIG CREEK BELOW HOG WALLOW CRE,Big Creek,NA,34.0175,-84.35333333,"BIG CREEK BELOW HOG WALLOW CREEK AT ROSWELL, GA",2045061,suburban,122.5979925,108.9500729,93.6103628,90.95118954
T02335815,USGS02335815,CHATTAHOOCHEE RIVER BELOW MORG,Chattahoochee River,NA,33.96805556,-84.38277778,"CHATTAHOOCHEE RIVER BELOW MORGAN FALLS DAM, GA",2048157,"prox & upstrm impoundment, urban",2044.935254,1787.810793,1672.520561,1541.979563
T02335870,USGS02335870,"SOPE CREEK NEAR MARIETTA, GA",Sope Creek,NA,33.95388889,-84.44333333,"SOPE CREEK NEAR MARIETTA, GA",2047815,suburban,31.33510435,22.7627605,16.62905685,19.34618573
T02335910,USGS02335910,ROTTENWOOD CR AT INTERSTATE N,Rottenwood Creek,NA,33.89371431,-84.45770758,"ROTTENWOOD CR AT INTERSTATE N PKWY, NR SMYRNA, GA",2048069,urban,18.2581823,13.04648877,9.967574881,10.5036238
T02336000,USGS02336000,CHATTAHOOCHEE RIVER AT ATLANTA,Chattahoochee River,NA,33.85916667,-84.45444444,"CHATTAHOOCHEE RIVER AT ATLANTA, GA",2048241,"urban, upstrm impoundment",2140.940144,1853.438274,1734.453516,1593.183396
T02336030,USGS02336030,N.F. PEACHTREE CREEK AT GRAVES,North Fork Peachtree Creek,NA,33.90565781,-84.22492047,"N.F. PEACHTREE CREEK AT GRAVES RD, NR DORAVILLE,GA",2047869,urban,3.667486806,3.251833552,2.83772866,3.014962555
T02336120,USGS02336120,"N.F. PEACHTREE CREEK, BUFORD H",North Fork Peachtree Creek,NA,33.83149307,-84.34270302,"N.F. PEACHTREE CREEK, BUFORD HWY, NEAR ATLANTA, GA",2047971,urban,43.09453012,39.87209189,34.1960435,37.68601365
T02336240,USGS02336240,S.F. PEACHTREE CREEK JOHNSON R,South Fork Peachtree Creek,NA,33.80288264,-84.34075845,"S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA",2048013,suburban,29.02886381,21.80093708,18.56180303,16.9010409
T02336300,USGS02336300,"PEACHTREE CREEK AT ATLANTA, GA",Peachtree Creek,NA,33.81944444,-84.40777778,"PEACHTREE CREEK AT ATLANTA, GA",2047989,suburban,83.04960264,63.46734759,49.15542318,49.65152959
T02336313,USGS02336313,WOODALL CREEK AT DEFOORS FERRY,NA,x,33.82177163,-84.43881781,"WOODALL CREEK AT DEFOORS FERRY RD, AT ATLANTA, GA",2048017,urban,2.498136222,1.801883285,1.26706396,1.438046646
T02336360,USGS02336360,NANCY CREEK AT RICKENBACKER DR,Nancy Creek,NA,33.86916667,-84.37888889,"NANCY CREEK AT RICKENBACKER DRIVE, AT ATLANTA, GA",2047911,suburban,34.06752936,31.51259447,27.4043869,30.23616521
T02336410,USGS02336410,NANCY CREEK AT WEST WESLEY ROA,Nancy Creek,NA,33.83843787,-84.43937342,"NANCY CREEK AT WEST WESLEY ROAD, AT ATLANTA, GA",2047963,suburban,37.16742859,28.86694944,22.70436317,22.90858176
T02336526,USGS02336526,PROCTOR CREEK AT JACKSON PARKW,Proctor Creek,NA,33.79427255,-84.47437467,"PROCTOR CREEK AT JACKSON PARKWAY, AT ATLANTA, GA",3285608,suburban,13.82343213,9.926627356,6.802804115,7.977754439
T02336635,USGS02336635,"NICKAJACK CREEK AT US 78/278,",Nickajack Creek,NA,33.80333333,-84.52138889,"NICKAJACK CREEK AT US 78/278, NEAR MABLETON, GA",3285604,suburban,31.15686973,20.67702511,19.01728693,16.38954466
T02336658,USGS02336658,NORTH UTOY CREEK AT PEYTON ROA,North Utoy Creek,NA,33.73899626,-84.47909684,"NORTH UTOY CREEK AT PEYTON ROAD, NEAR ATLANTA, GA",3286284,suburban,9.388184457,6.371572756,5.487975069,4.934018077
T02336728,USGS02336728,UTOY CREEK AT GREAT SOUTHWEST,Utoy Creek,NA,33.74344087,-84.56826566,"UTOY CREEK AT GREAT SOUTHWEST PKWY NR ATLANTA, GA",3285770,urban,30.4743673,21.48584968,16.26469153,16.6654975
T02336822,USGS02336822,"MILL CREEK AT MORNING SIDE DR,",Mill Creek,NA,33.85388889,-84.75,"MILL CREEK AT MORNING SIDE DR, NEAR HIRAM, GA",3286248,suburban,34.66947957,26.88986534,22.5472578,21.72666552
T02336876,USGS02336876,"POWDER SPRINGS CR OGLESBY RD,",Powder Springs Creek,NA,33.84083333,-84.67722222,"POWDER SPRINGS CR OGLESBY RD, POWDER SPRINGS, GA",3285566,suburban,23.53631144,18.93690549,13.68376512,15.33791934
T02336968,USGS02336968,NOSES CREEK AT POWDER SPRINGS,Noses Creek,NA,33.85927138,-84.65271226,"NOSES CREEK AT POWDER SPRINGS RD,POWDER SPRINGS,GA",3285562,suburban,42.74009441,31.87717777,25.32957967,27.62511409
T02337170,USGS02337170,CHATTAHOOCHEE RIVER NEAR FAIRB,Chattahoochee River,NA,33.65666667,-84.67361111,"CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA",3286494,"upstrm urban, impoundment",2823.796755,2334.292186,2304.381302,2011.516502
T02337395,USGS02337395,DOG RIVER AT NORTH HELTON ROAD,Dog River,NA,33.66641349,-84.87126277,"DOG RIVER AT NORTH HELTON ROAD, NEAR WINSTON, GA",3285934,PLD,37.49181861,27.15603355,24.67507035,21.84689938
T02337410,USGS02337410,"DOG RIVER AT GA 5, NEAR FAIRPL",Dog River,NA,33.65380556,-84.82102778,"DOG RIVER AT GA 5, NEAR FAIRPLAY, GA",3285980,PLD,60.30471477,43.70604781,39.03514404,35.55971874
T02338280,USGS02338280,"WHOOPING CREEK AT GA 5, NEAR W",Whooping Creek,NA,33.46105682,-84.99693994,"WHOOPING CREEK AT GA 5, NEAR WHITESBURG, GA",3288652,PLD,21.83337792,15.67068576,14.05822178,12.36188271
T02338375,USGS02338375,CENTRALHATCHEE CR ARMSTRONG MI,Centralhatchee Creek,NA,33.37872383,-85.13106209,"CENTRALHATCHEE CR ARMSTRONG MILL RD, CTRLHTCHE, GA",3291164,PLD,27.48855708,19.07416499,18.7966912,16.45147831
T02338523,USGS02338523,HILLABAHATCHEE CREEK AT THAXTO,Hillabahatchee Creek,NA,33.3407177,-85.22661349,"HILLABAHATCHEE CREEK AT THAXTON RD, NR FRANKLIN,GA",3291248,PLD,16.19849697,10.5925106,11.30197151,8.663966528
T02339480,USGS02339480,OSELIGEE CREEK AT COUNTY RD 92,Oseligee Creek,NA,32.92295594,-85.29942235,"OSELIGEE CREEK AT COUNTY RD 92 NEAR FREDONIA, AL",3296676,PLD,24.44744721,16.48724029,17.24611484,13.87691441
T02340282,USGS02340282,"HOUSE CREEK AT GA 103, NEAR WH",House Creek,NA,32.79611111,-85.1025,"HOUSE CREEK AT GA 103, NEAR WHITESVILLE, GA",3297300,PLD,20.31103035,13.90840952,14.51363591,10.62480153
T02344340,USGS02344340,"MORNING CREEK AT GA 54, NEAR F",Morning Creek,NA,33.47872472,-84.40936968,"MORNING CREEK AT GA 54, NEAR FAYETTEVILLE, GA",6415440,suburban,34.74607482,23.27860775,15.90722687,17.88266761
T02344480,USGS02344480,"SHOAL CREEK NEAR GRIFFIN, GA",Shoal Creek,NA,33.25928387,-84.38825812,"SHOAL CREEK NEAR GRIFFIN, GA",6413862,upstrm suburban,16.60243137,11.06943598,7.974313828,7.942264242
T02344630,USGS02344630,"LINE CREEK BLW LAKE MCINTOSH,",Line Creek,NA,33.36039497,-84.58631789,"LINE CREEK BLW LAKE MCINTOSH, NR PEACHTREE CITY,GA",6415508,prox impoundment,61.40510072,41.84617899,29.34199134,29.20689986
T02344737,USGS02344737,WHITEWATER CR AT WILLOW POND R,Whitewater Creek,NA,33.41178272,-84.49798251,"WHITEWATER CR (EBENEZER CH RD) NR FAYETTEVILLE, GA",6415470,suburban,36.0035323,23.65817713,16.38353825,17.65726423
T02344797,USGS02344797,WHITE OAK CREEK AT CANNON ROAD,White Oak Creek,NA,33.30511816,-84.7043763,"WHITE OAK CREEK AT CANNON ROAD, NEAR RAYMOND, GA",6413638,upstrm suburban,34.99547295,25.88270834,16.78538138,17.0317366
T02344887,USGS02344887,"RED OAK CREEK AT GA 362, NEAR",Red Oak Creek,NA,33.10386075,-84.66630497,"RED OAK CREEK AT GA 362, NEAR GAY, GA",6414762,PLD,28.19328157,20.72854774,16.31191931,15.34512845
T02346358,USGS02346358,"TURNPIKE CREEK NEAR MILNER, GA",Turnpike Creek,NA,33.11416667,-84.24944444,"TURNPIKE CREEK NEAR MILNER, GA",6415668,PLD,12.1941267,8.951492689,5.533625643,6.477698389
T02357150,USGS02357150,SPRING CREEK NEAR REYNOLDSVILL,NA,x,30.90418779,-84.7491975,"SPRING CREEK NEAR REYNOLDSVILLE, GA",3517826,PLD,416.6132923,433.1351218,289.7714754,281.7936826
T02358000,USGS02358000,APALACHICOLA RIVER AT CHATTAHO,Apalachicola River,NA,30.70102511,-84.85908715,APALACHICOLA RIVER AT CHATTAHOOCHEE FLA,2293124,prox impoundment,13221.63786,10457.48692,8352.974405,6827.589894
T02358700,USGS02358700,APALACHICOLA RIVER NR BLOUNTST,Apalachicola River,NA,30.42519625,-85.03130592,"APALACHICOLA RIVER NR BLOUNTSTOWN,FLORIDA",2297254,upstrm impoundment,13572.24052,11172.53967,8930.174603,7253.20297
T02369600,USGS02369600,"YELLOW RIVER NR MILTON, FLA.",Yellow River,NA,30.56963901,-86.92357325,"YELLOW RIVER NR MILTON, FLA.",897999,upstrm suburban,2323.593522,2061.69351,1558.310132,1646.498181
T02378170,USGS02378170,"WOLF CREEK BELOW FOLEY, ALA",Wolf Creek,NA,30.3882541,-87.65276302,"WOLF CREEK BELOW FOLEY, ALA",10854075,suburban,20.39791952,20.42974864,12.5833789,17.33358748
T02378175,USGS02378175,"WOLF C NR MIFLIN, ALA",Wolf Creek,NA,30.37297682,-87.63192897,"WOLF C NR MIFLIN, ALA",10854075,suburban,20.39791952,20.42974864,12.5833789,17.33358748
T02382500,USGS02382500,"COOSAWATTEE RIVER AT CARTERS,",Coosawattee River,NA,34.60369697,-84.69549054,"COOSAWATTEE RIVER AT CARTERS, GA",6478587,prox impoundment,961.2390061,699.7626334,820.6306095,643.9891106
T02382610,USGS02382610,"SUGAR CREEK AT CONISTON ROAD,",Sugar Creek,NA,34.6367513,-84.74215905,"SUGAR CREEK AT CONISTON ROAD, NEAR CARTERS, GA",6478441,PLD,17.09374174,12.07305698,11.83508784,9.366143358
T02383180,USGS02383180,"SALACOA CREEK AT CR 29, NEAR R",Salacoa Creek,NA,34.51675408,-84.79716019,"SALACOA CREEK AT CR 29, NEAR REDBUD, GA",6479241,PLD,182.0555348,128.8356871,127.2526709,115.091007
T02383500,USGS02383500,COOSAWATTEE RIVER NEAR PINE CH,Coosawattee River,NA,34.56416667,-84.83305556,COOSAWATTEE RIVER NEAR PINE CH,6478921,upstrm impoundment,1048.850723,794.9227363,854.1028593,725.6332372
T02384500,USGS02384500,"CONASAUGA RIVER AT GA 286, NEA",Conasauga River,NA,34.82785726,-84.85077485,"CONASAUGA RIVER AT GA 286, NEAR ETON, GA",12193538,PLD,309.5388619,216.1993342,205.7715298,172.6229838
T02385170,USGS02385170,COAHULLA CREEK AT KEITHS MILL,Coahulla Creek,NA,34.74341435,-84.88049753,"COAHULLA CREEK AT KEITHS MILL ROAD, NEAR DALTON,GA",12193830,suburban,141.9102215,83.73235852,81.64018149,71.46083817
T02385800,USGS02385800,"HOLLY CREEK NEAR CHATSWORTH, G",Holly Creek,NA,34.71666667,-84.77,"HOLLY CREEK NEAR CHATSWORTH, GA",12193956,upstrm suburban,84.0304047,57.042418,59.89802785,47.86923852
T02386865,USGS02386865,SWAMP CREEK AT OLD TILTON ROAD,Swamp Creek,NA,34.66758264,-84.94299919,"SWAMP CREEK AT OLD TILTON ROAD, AT TILTON, GA",12194156,suburban,16.80850113,11.09850301,10.77746573,9.067081399
T02387000,USGS02387000,"CONASAUGA RIVER AT TILTON, GA",Conasauga River,NA,34.66674942,-84.92827648,"CONASAUGA RIVER AT TILTON, GA",12194190,upstrm suburban,686.5399724,467.9390666,442.551625,402.3329176
T02387500,USGS02387500,"OOSTANAULA RIVER AT RESACA, GA",Oostanaula River,NA,34.57711111,-84.94185278,"OOSTANAULA RIVER AT RESACA, GA",6486392,upstrm impoundment,1753.285334,1318.574411,1343.954825,1111.75681
T02387600,USGS02387600,OOTHKALOOGA CREEK AT GA 53 SPU,Oothkalooga Creek,NA,34.49564266,-84.96522138,"OOTHKALOOGA CREEK AT GA 53 SPUR, AT CALHOUN, GA",6487858,suburban,43.87136458,32.17593992,27.48453833,26.17669533
T02387690,USGS02387690,"JOHNS CREEK AT GA 156, NEAR CU",Johns Creek,NA,34.44092162,-85.09522591,"JOHNS CREEK AT GA 156, NEAR CURRYVILLE, GA",6489002,PLD,25.5127134,14.91716351,15.88655526,11.52040733
T02388350,USGS02388350,ARMUCHEE CREEK AT OLD DALTON R,Armuchee Creek,NA,34.36092389,-85.14022741,"ARMUCHEE CREEK AT OLD DALTON ROAD, NEAR ROME, GA",6489404,PLD,158.1422768,99.22228483,90.04669239,76.53436793
T02388500,USGS02388500,"OOSTANAULA RIVER NEAR ROME, GA",Oostanaula River,NA,34.29842576,-85.13800507,"OOSTANAULA RIVER NEAR ROME, GA",6489904,"upstrm impoundment, suburban",2177.18277,1533.506147,1679.802322,1291.755064
T02394000,USGS02394000,"ETOWAH RIVER AT ALLATOONA DAM,",Etowah River,NA,34.16315298,-84.74104742,"ETOWAH RIVER AT ALLATOONA DAM, ABV CARTERSVILLE,GA",6499252,prox impoundment,1544.747569,1203.781204,1254.865019,1116.150098
T02394515,USGS02394515,"PUMPKINVINE CREEK AT GA 293, N",Pumpkinvine Creek,NA,34.10111111,-84.7375,"PUMPKINVINE CREEK AT GA 293, NEAR EMERSON, GA",6498674,upstrm suburban,111.8513254,82.72781636,72.75965701,69.96060002
T02394612,USGS02394612,"PETTIT CREEK AT CR 450, NEAR C",Pettit Creek,NA,34.16527778,-84.81638889,"PETTIT CREEK AT CR 450, NEAR CARTERSVILLE, GA",6497706,suburban,32.43496651,22.51491643,22.07897235,19.08417816
T02394670,USGS02394670,"ETOWAH RIVER AT GA 61, NEAR CA",Etowah River,NA,34.14287531,-84.8388286,"ETOWAH RIVER AT GA 61, NEAR CARTERSVILLE, GA",6499076,upstrm impoundment,1780.342474,1378.731591,1446.73199,1302.960285
T02394958,USGS02394958,"EUHARLEE CREEK AT CR 32, NEAR",Euharlee Creek,NA,34.10870902,-84.95049922,"EUHARLEE CREEK AT CR 32, NEAR STILESBORO, GA",6497938,PLD,110.5453505,82.58698167,70.28286899,74.43982392
T02395000,USGS02395000,"ETOWAH RIVER NEAR KINGSTON,GA",Etowah River,NA,34.20903968,-84.97867492,"ETOWAH RIVER NEAR KINGSTON,GA",6498944,"upstrm urban, impoundment",2057.103959,1615.702903,1737.268366,1483.152235
T02395120,USGS02395120,"TWO RUN CREEK NEAR KINGSTON, G",Two Run Creek,NA,34.24277778,-84.88972222,"TWO RUN CREEK NEAR KINGSTON, GA",6498620,PLD,26.56006962,18.0236281,17.19534018,14.32424683
T02395980,USGS02395980,"ETOWAH RIVER AT GA 1 LOOP, NEA",Etowah River,NA,34.2323166,-85.11689321,"ETOWAH RIVER AT GA 1 LOOP, NEAR ROME, GA",6505962,"upstrm urban, impoundment",2241.779476,1782.859665,1929.514347,1648.035605
T02397000,USGS02397000,"COOSA RIVER NEAR ROME, GA",Coosa River,NA,34.20037286,-85.25661961,"COOSA RIVER (MAYO'S BAR) NEAR ROME, GA",15823339,"upstrm urban, impoundment",4119.595427,3042.154878,3163.694904,2678.345335
T02397075,USGS02397075,BEECH CREEK AT MAYS BRIDGE ROA,Beech Creek,NA,34.23314962,-85.29328745,"BEECH CREEK AT MAYS BRIDGE ROAD, NEAR ROME, GA",15822963,upstrm suburban,14.21503342,9.593368438,9.080941105,6.646256044
T02397500,USGS02397500,"CEDAR CREEK NEAR CEDARTOWN, GA",Dry Creek,NA,34.06145999,-85.31302298,"CEDAR CREEK NEAR CEDARTOWN, GA",15823139,upstrm suburban,89.28483195,68.30158056,54.35101967,55.17446257
T02397530,USGS02397530,"COOSA RIVER AT STATE LINE, AL/",Coosa River,NA,34.20176124,-85.44745797,"COOSA RIVER AT STATE LINE, AL/GA",15823427,"upstrm urban, impoundment",4322.897389,3207.596233,3287.015904,2817.058447
T02403380,USGS02403380,"SNOW CREEK BELOW ANNISTON, ALA",NA,x,33.61538258,-85.82496454,"SNOW CREEK BELOW ANNISTON, ALA",22201969,urban,14.84910786,10.50702581,9.77255714,9.33316325
T02419890,USGS02419890,TALLAPOOSA RIVER NEAR MONT.-MO,Tallapoosa River,NA,32.43985898,-86.19552216,TALLAPOOSA RIVER NEAR MONT.-MONT. WATER WORKS,21719268,upstrm impoundment,3777.741057,2507.729989,2667.774728,1781.666323
T02420000,USGS02420000,"ALABAMA RIVER NEAR MONTGOMERY,",Alabama River,NA,32.41152597,-86.40830579,"ALABAMA RIVER NEAR MONTGOMERY, AL.",21687086,"upstrm urban, impoundment",11754.94432,8114.342199,7721.008876,6392.365485
T02423130,USGS02423130,"CAHABA RIVER AT TRUSSVILLE, AL",Cahaba River,NA,33.62232504,-86.59943097,"CAHABA RIVER AT TRUSSVILLE, AL.",21654166,prox suburban,16.67850527,11.18733345,12.7978978,8.547389692
T02423380,USGS02423380,CAHABA RIVER NEAR MOUNTAIN BRO,Cahaba River,NA,33.48177242,-86.71276528,CAHABA RIVER NEAR MOUNTAIN BROOK AL,21655350,prox suburban,116.4317812,69.87879432,93.79813651,56.0197298
