SITECODE,SITENAME,GNIS_NAME,lon,lat
USGS02335450,CHATTAHOOCHEE RIVER ABOVE ROSW,Chattahoochee River,-84.31603558,33.98593369
USGS02335757,BIG CREEK BELOW HOG WALLOW CRE,Big Creek,-84.35333333,34.0175000000001
USGS02335815,CHATTAHOOCHEE RIVER BELOW MORG,Chattahoochee River,-84.38277778,33.96805556
USGS02335870,"SOPE CREEK NEAR MARIETTA, GA",Sope Creek,-84.44333333,33.95388889
USGS02335910,ROTTENWOOD CR AT INTERSTATE N,Rottenwood Creek,-84.45770758,33.89371431
USGS02336000,CHATTAHOOCHEE RIVER AT ATLANTA,Chattahoochee River,-84.45444444,33.85916667
USGS02336030,N.F. PEACHTREE CREEK AT GRAVES,North Fork Peachtree Creek,-84.22492047,33.90565781
USGS02336120,"N.F. PEACHTREE CREEK, BUFORD H",North Fork Peachtree Creek,-84.34270302,33.83149307
USGS02336240,S.F. PEACHTREE CREEK JOHNSON R,South Fork Peachtree Creek,-84.34075845,33.80288264
USGS02336300,"PEACHTREE CREEK AT ATLANTA, GA",Peachtree Creek,-84.40777778,33.81944444
USGS02336313,WOODALL CREEK AT DEFOORS FERRY,"",-84.43881781,33.82177163
USGS02336360,NANCY CREEK AT RICKENBACKER DR,Nancy Creek,-84.37888889,33.86916667
USGS02336410,NANCY CREEK AT WEST WESLEY ROA,Nancy Creek,-84.43937342,33.83843787
USGS02336526,PROCTOR CREEK AT JACKSON PARKW,Proctor Creek,-84.47437467,33.79427255
USGS02336635,"NICKAJACK CREEK AT US 78/278,",Nickajack Creek,-84.52138889,33.80333333
USGS02336658,NORTH UTOY CREEK AT PEYTON ROA,North Utoy Creek,-84.47909684,33.73899626
USGS02336728,UTOY CREEK AT GREAT SOUTHWEST,Utoy Creek,-84.56826566,33.74344087
USGS02336822,"MILL CREEK AT MORNING SIDE DR,",Mill Creek,-84.75,33.85388889
USGS02336876,"POWDER SPRINGS CR OGLESBY RD,",Powder Springs Creek,-84.67722222,33.84083333
USGS02336968,NOSES CREEK AT POWDER SPRINGS,Noses Creek,-84.65271226,33.85927138
USGS02337170,CHATTAHOOCHEE RIVER NEAR FAIRB,Chattahoochee River,-84.67361111,33.65666667
USGS02337395,DOG RIVER AT NORTH HELTON ROAD,Dog River,-84.8712627653866,33.6664134896893
USGS02337410,"DOG RIVER AT GA 5, NEAR FAIRPL",Dog River,-84.82102778,33.65380556
USGS02338280,"WHOOPING CREEK AT GA 5, NEAR W",Whooping Creek,-84.9969399424167,33.4610568213948
USGS02338375,CENTRALHATCHEE CR ARMSTRONG MI,Centralhatchee Creek,-85.1310620866268,33.3787238347772
USGS02338523,HILLABAHATCHEE CREEK AT THAXTO,Hillabahatchee Creek,-85.2266134889909,33.340717696272
USGS02339480,OSELIGEE CREEK AT COUNTY RD 92,Oseligee Creek,-85.2994223524163,32.9229559403058
USGS02340282,"HOUSE CREEK AT GA 103, NEAR WH",House Creek,-85.1025,32.79611111
USGS02344340,"MORNING CREEK AT GA 54, NEAR F",Morning Creek,-84.40936968,33.4787247200001
USGS02344480,"SHOAL CREEK NEAR GRIFFIN, GA",Shoal Creek,-84.38825812,33.25928387
USGS02344630,"LINE CREEK BLW LAKE MCINTOSH,",Line Creek,-84.58631789,33.36039497
USGS02344737,WHITEWATER CR AT WILLOW POND R,Whitewater Creek,-84.49798251,33.41178272
USGS02344797,WHITE OAK CREEK AT CANNON ROAD,White Oak Creek,-84.7043763,33.30511816
USGS02344887,"RED OAK CREEK AT GA 362, NEAR",Red Oak Creek,-84.666304968567,33.1038607468372
USGS02346358,"TURNPIKE CREEK NEAR MILNER, GA",Turnpike Creek,-84.24944444,33.11416667
USGS02357150,SPRING CREEK NEAR REYNOLDSVILL,"",-84.7491975,30.90418779
USGS02358000,APALACHICOLA RIVER AT CHATTAHO,Apalachicola River,-84.85908715,30.70102511
USGS02358700,APALACHICOLA RIVER NR BLOUNTST,Apalachicola River,-85.03130592,30.42519625
USGS02369600,"YELLOW RIVER NR MILTON, FLA.",Yellow River,-86.92357325,30.56963901
USGS02378170,"WOLF CREEK BELOW FOLEY, ALA",Wolf Creek,-87.65276302,30.3882541
USGS02378175,"WOLF C NR MIFLIN, ALA",Wolf Creek,-87.63192897,30.37297682
USGS02382500,"COOSAWATTEE RIVER AT CARTERS,",Coosawattee River,-84.69549054,34.60369697
USGS02382610,"SUGAR CREEK AT CONISTON ROAD,",Sugar Creek,-84.74215905,34.6367513
USGS02383180,"SALACOA CREEK AT CR 29, NEAR R",Salacoa Creek,-84.79716019,34.51675408
USGS02383500,COOSAWATTEE RIVER NEAR PINE CH,Coosawattee River,-84.83305556,34.56416667
USGS02384500,"CONASAUGA RIVER AT GA 286, NEA",Conasauga River,-84.85077485,34.82785726
USGS02385170,COAHULLA CREEK AT KEITHS MILL,Coahulla Creek,-84.88049753,34.74341435
USGS02385800,"HOLLY CREEK NEAR CHATSWORTH, G",Holly Creek,-84.77,34.71666667
USGS02386865,SWAMP CREEK AT OLD TILTON ROAD,Swamp Creek,-84.94299919,34.66758264
USGS02387000,"CONASAUGA RIVER AT TILTON, GA",Conasauga River,-84.92827648,34.6667494200001
USGS02387500,"OOSTANAULA RIVER AT RESACA, GA",Oostanaula River,-84.94185278,34.57711111
USGS02387600,OOTHKALOOGA CREEK AT GA 53 SPU,Oothkalooga Creek,-84.96522138,34.49564266
USGS02387690,"JOHNS CREEK AT GA 156, NEAR CU",Johns Creek,-85.09522591,34.44092162
USGS02388350,ARMUCHEE CREEK AT OLD DALTON R,Armuchee Creek,-85.14022741,34.36092389
USGS02388500,"OOSTANAULA RIVER NEAR ROME, GA",Oostanaula River,-85.13800507,34.29842576
USGS02394000,"ETOWAH RIVER AT ALLATOONA DAM,",Etowah River,-84.74104742,34.16315298
USGS02394515,"PUMPKINVINE CREEK AT GA 293, N",Pumpkinvine Creek,-84.7375,34.10111111
USGS02394612,"PETTIT CREEK AT CR 450, NEAR C",Pettit Creek,-84.81638889,34.16527778
USGS02394670,"ETOWAH RIVER AT GA 61, NEAR CA",Etowah River,-84.8388286,34.14287531
USGS02394958,"EUHARLEE CREEK AT CR 32, NEAR",Euharlee Creek,-84.95049922,34.10870902
USGS02395000,"ETOWAH RIVER NEAR KINGSTON,GA",Etowah River,-84.97867492,34.20903968
USGS02395120,"TWO RUN CREEK NEAR KINGSTON, G",Two Run Creek,-84.88972222,34.24277778
USGS02395980,"ETOWAH RIVER AT GA 1 LOOP, NEA",Etowah River,-85.11689321,34.2323166
USGS02397000,"COOSA RIVER NEAR ROME, GA",Coosa River,-85.25661961,34.20037286
USGS02397075,BEECH CREEK AT MAYS BRIDGE ROA,Beech Creek,-85.29328745,34.23314962
USGS02397500,"CEDAR CREEK NEAR CEDARTOWN, GA",Dry Creek,-85.31302298,34.06145999
USGS02397530,"COOSA RIVER AT STATE LINE, AL/",Coosa River,-85.44745797,34.2017612400001
USGS02403380,"SNOW CREEK BELOW ANNISTON, ALA","",-85.82496454,33.61538258
USGS02419890,TALLAPOOSA RIVER NEAR MONT.-MO,Tallapoosa River,-86.19552216,32.43985898
USGS02420000,"ALABAMA RIVER NEAR MONTGOMERY,",Alabama River,-86.40830579,32.41152597
USGS02423130,"CAHABA RIVER AT TRUSSVILLE, AL",Cahaba River,-86.59943097,33.62232504
USGS02423380,CAHABA RIVER NEAR MOUNTAIN BRO,Cahaba River,-86.71276528,33.48177242
USGS02423397,LITTLE CAHABA RIVER BELOW LEED,Little Cahaba River,-86.56248468,33.53454886
USGS02423398,LITTLE CAHABA RIVER NEAR LEEDS,Little Cahaba River,-86.57554043,33.52427129
USGS02423400,LITTLE CAHABA RIVER NR JEFFERS,Little Cahaba River,-86.61415212,33.49982731
USGS02423496,"CAHABA RIVER NEAR HOOVER, AL",Cahaba River,-86.7841551,33.3692767100001
USGS02455900,"LOCUST FORK AT WARRIOR, ALABAM",Locust Fork,-86.80110577,33.80843478
USGS02455980,TURKEY CREEK AT SEWAGE PLANT N,Turkey Creek,-86.69610134,33.71121273
USGS02456000,TURKEY CREEK AT MORRIS AL,Turkey Creek,-86.81249364,33.74037995
USGS02457000,FIVEMILE CREEK AT KETONA AL,Fivemile Creek,-86.7555457,33.60149249
USGS02457595,"FIVEMILE CREEK NEAR REPUBLIC,",Fivemile Creek,-86.86804827,33.59704921
USGS02457670,FIVEMILE CREEK BEL PRUDES CREE,Fivemile Creek,-86.95416209,33.64232728
USGS02458148,VILLAGE CREEK AT 86TH ST NORTH,Village Creek,-86.71887777,33.5770483100001
USGS02458450,VILLAGE CREEK AT AVENUE W AT E,Village Creek,-86.87915841,33.51760593
USGS02458600,"VILLAGE CREEK NEAR DOCENA, ALA",Village Creek,-86.92582665,33.5481615
USGS02461300,VALLEY CREEK AT US11 AT BIRMIN,Valley Creek,-86.9374924,33.43538651
USGS02464000,NORTH RIVER NEAR SAMANTHA AL,North River,-87.5972297,33.47928058
USGS02464146,TURKEY CREEK NEAR TUSCALOOSA,Turkey Creek,-87.5105601,33.41344824
USGS02464360,BINION CREEK BELOW GIN CREEK N,Binion Creek,-87.64250915,33.42483704
USGS02471013,THREEMILE CR AT ZEIGLER BLVD A,Threemile Creek,-88.15111314,30.70630067
USGS0247101490,THREEMILE CREEK AT STANTON ROA,Threemile Creek,-88.0879588906415,30.6968544634243
USGS02471016,THREE MILE CREEK AT U.S. 43 NR,Threemile Creek,-88.05888814,30.7243557800001
USGS02473000,"LEAF RIVER AT HATTIESBURG, MS",Leaf River,-89.28027778,31.34305556
USGS02473500,"TALLAHALA CREEK AT LAUREL, MS",Tallahala Creek,-89.11555556,31.68083333
USGS02479310,PASCAGOULA RIVER AT GRAHAM FER,Pascagoula River,-88.64138889,30.61055556
USGS02479330,PASCAGOULA RIVER AT CUMBEST BL,Pascagoula River,-88.57,30.58388889
USGS0248018020,ESCATAWPA RIVER AT I-10 NR ORA,Escatawpa River,-88.45138889,30.45861111
USGS02480254,"BLUFF CREEK AT VANCLEAVE, MS",Bluff Creek,-88.69027778,30.53194444
USGS02481660,"JOURDAN RIVER NR BAY ST LOUIS,",Jourdan River,-89.44138889,30.38722222
USGS02485590,MILL CREEK AT SPILLWAY ROAD NR,Mill Creek,-90.01258344,32.37292189
USGS02490193,Pearl River at Pools Bluff nea,Pearl River,-89.8464666528461,30.7044744116755
USGS02490500,"BOGUE CHITTO NR TYLERTOWN, MS",Bogue Chitto,-90.27944444,31.17694444
USGS02492620,"PEARL RIVER AT NSTL STATION, M",Pearl River,-89.6419105790104,30.3475438841258
USGS03012550,"Allegheny River at Kinzua Dam,",Allegheny River,-79.01198463,41.84144917
USGS03020000,Tionesta Creek at Tionesta Cre,Tionesta Creek,-79.44393512,41.4778400100001
USGS03022554,Woodcock Creek at Woodcock Cre,Woodcock Creek,-80.10811335,41.69588905
USGS03028000,West Branch Clarion River at W,West Branch Clarion River,-78.69224919,41.57533955
USGS03036000,Mahoning Creek at Mahoning Cre,Mahoning Creek,-79.29115083,40.92756532
USGS03043810,Conemaugh River below Conemaug,Conemaugh River,-79.3672609,40.46756718
USGS03047000,Loyalhanna Creek at Loyalhanna,Loyalhanna Creek,-79.44944444,40.45888889
USGS03049640,Allegheny R at Lock and Dam No,Allegheny River,-79.81477142,40.5361788100001
USGS03056000,TYGART VALLEY R AT TYGART DAM,Tygart Valley River,-80.02507794,39.31981459
USGS03057000,"TYGART VALLEY RIVER AT COLFAX,",Tygart Valley River,-80.13257887,39.43508661
USGS03058000,WEST FORK R BL STONEWALL JACKS,West Fork River,-80.47336111,39.00452778
USGS03061000,"WEST FORK RIVER AT ENTERPRISE,",West Fork River,-80.27591867,39.42230818
USGS03065050,BLACKWATER RIVER AT CANAAN VAL,Blackwater River,-79.45532875,39.0395534300001
USGS03065200,"BLACKWATER R @ CORTLAND, WV",Blackwater River,-79.41338217,39.06427539
USGS03065400,"BLACKWATER R NR DAVIS,WV",Blackwater River,-79.41977147,39.14010775
USGS03075070,Monongahela River at Elizabeth,Monongahela River,-79.90115974,40.26229225
USGS03075800,"POLAND RUN NEAR SWANTON, MD","",-79.2772630682515,39.4863765873471
USGS03077500,Youghiogheny River at Youghiog,Youghiogheny River,-79.36420187,39.80535485
USGS03079000,"Casselman River at Markleton,",Town Line Run,-79.22753116,39.85979992
USGS03079420,Laurel Hill Creek bl Shanks Ru,Laurel Hill Creek,-79.18916667,40.05583333
USGS03079550,Laurel Hill Creek at Jimtown n,Laurel Hill Creek,-79.22222222,40.0255555600001
USGS03079660,Laurel Hill Creek ab Crab Run,Laurel Hill Creek,-79.25861111,39.98611111
USGS03079748,"Laurel Hill Creek at Metzler,",Laurel Hill Creek,-79.28,39.92
USGS03080100,Laurel Hill Creek at Ursina ne,Laurel Hill Creek,-79.32944444,39.81555556
USGS03081000,Youghiogheny River below Confl,Youghiogheny River,-79.37253534,39.82757674
USGS03083500,Youghiogheny River at Sutersvi,Youghiogheny River,-79.80643449,40.24007039
USGS03090500,Mahoning River bl Berlin Dam n,Mahoning River,-81.00120323,41.04839123
USGS03091500,Mahoning River at Pricetown OH,Mahoning River,-80.97120183,41.13144613
USGS03092460,West Branch Mahoning River at,West Branch Mahoning River,-81.0717621,41.15700127
USGS03094000,Mahoning River at Leavittsburg,Mahoning River,-80.88064197,41.23922335
USGS03095500,Mosquito Creek bl Mosquito Ck,Mosquito Creek,-80.7584141,41.29977898
USGS03098600,Mahoning River below West Ave,Mahoning River,-80.66257552,41.10505807
USGS03099500,Mahoning River at Lowellville,Mahoning River,-80.53618147,41.03672598
USGS03103500,"Shenango River at Sharpsville,",Shenango River,-80.47256971,41.26616682
USGS03108490,Ohio R ab Montgomery Dam & Loc,Ohio River,-80.38339752,40.64895463
USGS03121850,Huff Run at Mineral City OH,Huff Run,-81.35900122,40.59728465
USGS03158200,Monday Creek at Doanville OH,Monday Creek,-82.19153653,39.43534835
USGS03159246,Sunday Creek below Millfield O,Sunday Creek,-82.10097824,39.42979358
USGS03165500,"NEW RIVER AT IVANHOE, VA",New River,-80.95258073,36.83484534
USGS03167000,"REED CREEK AT GRAHAMS FORGE, V",Reed Creek,-80.8866189687163,36.9389069199546
USGS03168000,"NEW RIVER AT ALLISONIA, VA",New River,-80.74562566,36.93762235
USGS03171000,"NEW RIVER AT RADFORD, VA",New River,-80.56922499,37.14179254
USGS03173000,"WALKER CREEK AT BANE, VA",Walker Creek,-80.70951247,37.26817845
USGS03175500,"WOLF CREEK NEAR NARROWS, VA",Wolf Creek,-80.84979933,37.30567654
USGS03183500,"GREENBRIER RIVER AT ALDERSON,",Greenbrier River,-80.64146806,37.72428744
USGS03201980,Little Raccoon Creek near Ewin,Little Raccoon Creek,-82.45210198,39.0106303
USGS03204205,Unnamed Tributary to Ballard F,"",-81.92,38.06916667
USGS03204210,"Spring Branch near Mud, WV","",-81.93777778,38.06777778
USGS03204215,"Ballard Fork near Mud, WV","",-81.94222222,38.06888889
USGS03206790,EAST FORK TWELVEPOLE CREEK BEL,East Fork Twelvepole Creek,-82.38320455,38.14786667
USGS03207057,BEECH FORK BELOW BEECH FORK DA,Beech Fork,-82.42431906,38.30508466
USGS03208500,"RUSSELL FORK AT HAYSI, VA",Russell Fork,-82.29569932,37.20705367
USGS03209500,"LEVISA FORK AT PIKEVILLE, KY",Levisa Fork,-82.52626324,37.46426764
USGS03219500,Scioto River near Prospect OH,Scioto River,-83.19713721,40.4195042
USGS03220510,Scioto R. at O'Shaughnessy Dam,Scioto River,-83.12630005,40.15311775
USGS03228300,Big Walnut Creek at Sunbury OH,Big Walnut Creek,-82.85128916,40.2361735
USGS03228805,Alum Creek at Africa OH,Alum Creek,-82.96157111,40.18228495
USGS03231500,Scioto River at Chillicothe OH,Scioto River,-82.97101263,39.34145297
USGS03232470,Paint Creek near Bainbridge OH,Paint Creek,-83.34935767,39.2522872800001
USGS03234300,Paint Creek at Chillicothe OH,Paint Creek,-82.97823493,39.32034211
USGS03234500,Scioto River at Higby OH,Scioto River,-82.8637854,39.2122893400001
USGS03238140,TAYLOR CREEK AT DONNERMEYER DR,"",-84.4827372357507,39.0969358339021
USGS03238745,TWELVEMILE CREEK AT HIGHWAY 19,Twelvemile Creek,-84.33827123,38.95145292
USGS03238772,FOURMILE CREEK AT POPLAR RIDGE,Fourmile Creek,-84.3651299641186,38.98660475909
USGS03240500,North Fork Massie Creek at Ced,North Fork Massies Creek,-83.79020331,39.7570045200001
USGS03249505,LICKING RIVER AT HWY 60 AT FAR,Licking River,-83.5575162735709,38.139899264919
USGS03254480,CRUISES CREEK AT HWY 17 NR PIN,Cruises Creek,-84.53222222,38.84444444
USGS03254520,LICKING RIVER AT HWY 536 NEAR,Licking River,-84.44799549,38.9203417
USGS03254550,BANKLICK CREEK @ HIGHWAY 1829,Banklick Creek,-84.5418344509087,38.9800345324172
USGS03254695,THREEMILE CREEK AT HWY 9 AT CO,Pooles Creek,-84.48688634,39.05283853
USGS03260015,PLEASANT RUN CREEK AT OAK STRE,Pleasant Run Creek,-84.55772143,39.08533764
USGS03260050,DRY CREEK AT SEWAGE PLANT NEAR,Dry Creek,-84.61605577,39.0589488800001
USGS03260100,ELIJAHS CREEK @ ELIJAHS CREEK,Elijahs Creek,-84.68527778,39.07972222
USGS03262001,WOOLPER CREEK AT WOOLPER ROAD,Woolper Creek,-84.80416667,39.03
USGS03264900,Painter Creek near Sugar Grove,Painter Creek,-84.39772667,40.08282846
USGS03265000,Stillwater River at Pleasant H,Stillwater River,-84.3560589,40.05782925
USGS03267900,Mad River at St Paris Pike at,Mad River,-83.83159623,39.9642265
USGS03271300,Holes Creek near Kettering OH,Holes Creek,-84.19577224,39.65422592
USGS03271510,Great Miami River near Linden,Great Miami River,-84.29244165,39.63728058
USGS03272100,Great Miami River at Middletow,Great Miami River,-84.41267778,39.51988611
USGS03272200,Elk Creek at Miltonville OH,Elk Creek,-84.4596669,39.50116824
USGS03274060,Great Miami River Near Fairfie,Great Miami River,-84.60629444,39.3176222200001
USGS03276000,EAST FORK WHITEWATER RIVER AT,East Fork Whitewater River,-85.00329315,39.43393969
USGS03277075,GUNPOWDER CR AT CAMP ERNST RD,Gunpowder Creek,-84.71611111,38.99416667
USGS03277130,MUD LICK CR AT HWY 42 NR BEAVE,Mud Lick Creek,-84.72077969,38.8450635200001
USGS03277450,"CARR FORK NEAR SASSAFRAS, KY",Carr Fork,-83.03599794,37.23120822
USGS03277500,NORTH FORK KENTUCKY RIVER AT H,North Fork Kentucky River,-83.18183895,37.24676241
USGS03283827,MUDDY CREEK AT CAIN SPRINGS RD,Muddy Creek,-84.14853893,37.81869098
USGS03285290,SPEARS CREEK AT STREAMLAND DRI,"",-84.77578163,37.67091065
USGS03285335,MOCKS BRANCH AT HIGHWAY 1896,Mocks Branch,-84.80300533,37.70507677
USGS03287500,KENTUCKY RIVER AT LOCK 4 AT FR,Kentucky River,-84.88161711,38.2017388
USGS03292470,HARRODS CREEK AT HIGHWAY 329 N,Harrods Creek,-85.57496081,38.36173418
USGS03292474,GOOSE CREEK AT OLD WESTPORT RD,Goose Creek,-85.60607205,38.27590362
USGS03292475,GOOSE CREEK AT US HWY 42 NEAR,Goose Creek,-85.62801689,38.30340272
USGS03292480,LITTLE GOOSE CREEK NEAR HARROD,Little Goose Creek,-85.62579468,38.3125690900001
USGS03292500,SOUTH FORK BEARGRASS CREEK AT,South Fork Beargrass Creek,-85.70246133,38.2114592000001
USGS03292550,S FK BEARGRASS CR AT WINTER AV,South Fork Beargrass Creek,-85.73051752,38.23451534
USGS03293000,M FK BEARGRASS CR AT OLD CANNO,Middle Fork Beargrass Creek,-85.66468345,38.23729303
USGS03293500,M FK BEARGRASS CR AT LEXINGTON,Middle Fork Beargrass Creek,-85.71662865,38.25034895
USGS03293530,MUDDY FK AT MOCKINGBIRD VALLEY,Muddy Fork,-85.69357307,38.27645917
USGS03294570,MILL CREEK AT ORELL ROAD NEAR,Mill Creek,-85.88996352,38.07812588
USGS03297800,CEDAR CREEK AT HWY 1442 NEAR S,"",-85.64111111,37.99111111
USGS03298000,"FLOYDS FORK AT FISHERVILLE, KY",Floyds Fork,-85.46023508,38.18840166
USGS03298135,CHENOWETH RUN AT RUCKRIEGAL PA,Chenoweth Run,-85.557181,38.19479109
USGS03298150,CHENOWETH RUN AT GELHAUS LANE,Chenoweth Run,-85.54217973,38.16006729
USGS03298200,FLOYDS FORK NEAR MT WASHINGTON,Floyds Fork,-85.5557006234491,38.0853440397828
USGS03298250,CEDAR CREEK AT THIXTON ROAD NE,Cedar Creek,-85.61606828,38.07923213
USGS03298300,PENNSLYVANIA RUN AT MT WASHING,Pennsylvania Run,-85.64245807,38.08756629
USGS03301900,FERN CREEK AT OLD BARDSTOWN RD,Fern Creek,-85.61523706,38.17562421
USGS03302000,"POND CREEK NEAR LOUISVILLE, KY","",-85.79579548,38.11979162
USGS03302030,POND CREEK AT PENDLETON ROAD N,Pond Creek,-85.87162958,38.05423677
USGS03302050,BRIER CREEK AT PENDELTON ROAD,Brier Creek,-85.8571848,38.04784763
USGS03302110,OTTER CREEK AT OTTER CR PARK N,Otter Creek,-86.03052076,37.92340395
USGS03303205,"SINKING CREEK NEAR LODIBURG, K",Sinking Creek,-86.3877537,37.86839594
USGS03306000,GREEN RIVER NEAR CAMPBELLSVILL,Green River,-85.34718475,37.2403413200001
USGS03306500,"GREEN RIVER AT GREENSBURG, KY",Green River,-85.50302152,37.25367131
USGS03307000,"RUSSELL CREEK NEAR COLUMBIA, K",Russell Creek,-85.39385239,37.11922813
USGS03308500,"GREEN RIVER AT MUNFORDVILLE, K",Green River,-85.88608195,37.2681085
USGS03309000,"GREEN RIVER AT MAMMOTH CAVE, K",Green River,-86.11247568,37.18004845
USGS03311000,"NOLIN RIVER AT KYROCK, KY",Nolin River,-86.25080635,37.27421571
USGS03311500,GREEN RIVER AT LOCK 6 AT BROWN,Green River,-86.26108682,37.20699194
USGS03313000,"BARREN RIVER NEAR FINNEY, KY",Barren River,-86.13387313,36.89504634
USGS03318010,ROUGH RIVER NEAR FALLS OF ROUG,Rough River,-86.50414738,37.62199988
USGS03323500,"WABASH RIVER AT HUNTINGTON, IN",Wabash River,-85.49803125,40.85560097
USGS03324500,"SALAMONIE RIVER AT DORA, IN",Salamonie River,-85.68387007,40.81171069
USGS03327000,"MISSISSINEWA RIVER AT PEORIA,",Mississinewa River,-85.95748912,40.72337543
USGS03336900,"SALT FORK NEAR ST. JOSEPH, IL",Salt Fork,-88.03416667,40.14944444
USGS03340900,"BIG RACCOON CREEK AT FERNDALE,",Raccoon Creek,-87.07140165,39.71143189
USGS03353000,"WHITE RIVER AT INDIANAPOLIS, I",White River,-86.1688757,39.73726614
USGS03353611,WHITE R. AT STOUT GEN. STN. AT,White River,-86.20054335,39.71448894
USGS03353637,LITTLE BUCK CREEK NEAR INDIANA,Little Buck Creek,-86.1963768,39.6667121
USGS03354000,"WHITE RIVER NEAR CENTERTON, IN",White River,-86.40054952,39.4975477
USGS03357330,BIG WALNUT CREEK NEAR ROACHDAL,Big Walnut Creek,-86.75334002,39.81615673
USGS03359000,"MILL CREEK NEAR MANHATTAN, IN",Mill Creek,-86.92473371,39.48754419
USGS03361440,LITTLE BLUE RIVER AT SHELBYVIL,Little Blue River,-85.7633124,39.52560376
USGS03361650,"SUGAR CREEK AT NEW PALESTINE,",Sugar Creek,-85.8855359,39.7142106800001
USGS03364650,"CLIFTY CREEK NEAR COLUMBUS, IN",Clifty Creek,-85.87498722,39.18532953
USGS03372500,"SALT CREEK NEAR HARRODSBURG, I",Salt Creek,-86.50860607,39.00449326
USGS03373980,"WHITE RIVER ABOVE PETERSBURG,",White River,-87.25390168,38.52838237
USGS03374100,"WHITE RIVER AT HAZLETON, IN",White River,-87.55002269,38.48976953
USGS03374500,"PATOKA RIVER NEAR CUZCO, IN",Patoka River,-86.7141587,38.44199969
USGS03400800,"MARTINS FORK NEAR SMITH, KY",Martins Fork Cumberland River,-83.25740118,36.75230974
USGS03407908,"NEW RIVER AT CORDELL, TN",New River,-84.45132877,36.33614564
USGS03408500,"NEW RIVER AT NEW RIVER, TN",New River,-84.55471744,36.3855167
USGS03410500,SOUTH FORK CUMBERLAND RIVER NE,Big South Fork Cumberland River,-84.53327232,36.62702209
USGS03410600,SOUTH FORK CUMBERLAND RIVER NE,Big South Fork Cumberland River,-84.54382833,36.72563262
USGS03417500,"CUMBERLAND RIVER AT CELINA, TN",Cumberland River,-85.5144139,36.55422759
USGS03418040,SPRING CREEK NEAR DODSON CHAPE,Spring Creek,-85.42302777,36.27311645
USGS03418420,CUMBERLAND RIVER BELOW CORDELL,Cumberland River,-85.94081973,36.2867212
USGS03426310,CUMBERLAND RIVER AT OLD HICKOR,Cumberland River,-86.6586324,36.29711845
USGS03428200,WEST FORK STONES RIVER AT MURF,West Fork Stones River,-86.42999226,35.90284234
USGS03430200,STONES RIVER AT US HWY 70 NEAR,Stones River,-86.6337065585169,36.1862158722809
USGS03431083,MILL CREEK AT LEBANON ROAD AT,Mill Creek,-86.69916398,36.16394545
USGS03431091,CUMBERLAND R AT OMOHUNDRO WTR,Cumberland River,-86.72138659,36.16533431
USGS03431514,CUMBERLAND RIVER NEAR BORDEAUX,Cumberland River,-86.83222178,36.18311181
USGS03432100,"HARPETH RIVER AT MCDANIEL, TN",Harpeth River,-86.69888614,35.83256495
USGS03433632,UNNAMED TRIB (S5-US1) TO S HAR,"",-87.1340951157096,35.8952466252987
USGS03433633,UNNAMED TRIB (S5-DS1) TO S HAR,"",-87.1328852595598,35.8972371347432
USGS03433634,UNNAMED TRIB (S4-DS1) TO S HAR,"",-87.14111111,35.90055556
USGS03433637,SOUTH HARPETH CREEK NEAR PEWIT,South Harpeth Creek,-87.13084004,35.91173135
USGS034336392,SLICK ROCK HOLLOW CREEK NEAR P,Kelley Creek,-87.0952929901239,35.9040453677077
USGS034336394,SLICK ROCK HOLLOW CREEK NEAR K,Kelley Creek,-87.097370448569,35.9057620744829
USGS03433640,COPPERAS BRANCH NEAR KINGFIELD,Copperas Branch,-87.09889484,35.9053426
USGS03433641,"KELLEY CREEK NEAR KINGFIELD, T",Kelley Creek,-87.0977837,35.9053426
USGS034336436,UNNAMED TRIB (S13-16) TO KELLE,Kelley Creek,-87.1020441453969,35.888163972688
USGS034336442,COPPERAS BR (S7-US1) AT SR840,Copperas Branch,-87.12088889,35.88925
USGS034336443,COPPERAS BRANCH (S7-DS2) AT SR,Copperas Branch,-87.11975647,35.89242626
USGS034336447,GREEN HOLLOW BR (S6-DS1) AT SR,"",-87.12611111,35.89333333
USGS0343390105,BIG TURNBULL CREEK NEAR TIDWEL,Big Turnbull Creek,-87.18334125,35.93728631
USGS03435000,CUMBERLAND RIVER BELOW CHEATHA,Cumberland River,-87.22826447,36.3229029800001
USGS03438000,"LITTLE RIVER NEAR CADIZ, KY",Little River,-87.72168196,36.77782614
USGS03438220,CUMBERLAND RIVER NEAR GRAND RI,Cumberland River,-88.22114068,37.02172172
USGS0344789265,BOYD BRANCH AT BENT CREEK GAP,Boyd Branch,-82.63472222,35.48166667
USGS03460795,PIGEON R BL POWER PLANT NR WAT,Pigeon River,-83.1129940670185,35.7854874318793
USGS03466208,BIG LIMESTONE CREEK NEAR LIMES,Big Limestone Creek,-82.65042737,36.20593772
USGS03467609,NOLICHUCKY RIVER NEAR LOWLAND,Slate Creek,-83.1753042,36.12633749
USGS03475000,M F HOLSTON RIVER NEAR MEADOWV,Middle Fork Holston River,-81.81873336,36.71316942
USGS03497300,"LITTLE RIVER ABOVE TOWNSEND, T",Little River,-83.71128213,35.66453328
USGS0351706800,CHEOAH RIVER NR BEARPEN GAP NR,Cheoah River,-83.9188552703408,35.4383868030223
USGS03524000,"CLINCH RIVER AT CLEVELAND, VA",Clinch River,-82.15485693,36.94482952
